COMPANY_NAME,SHIP_ID,SHIP_NAME,ASSET_FAMILY,ASSET_CODE,RECORD_TYPE,IS_COMBINED_ASSET,RECORD_TIMESTAMP_TIMEZONE,TIMEZONE_RESOLUTION,INGESTED_UTC,SENDER_EMAIL,SENDER_DOMAIN,MESSAGE_ID,INTERNET_MESSAGE_ID,SOURCE_ZIP_NAME,SOURCE_DATA_FOLDER,SOURCE_FILE_NAME,RECORD_TIMESTAMP_LOCAL,RECORD_TIMESTAMP_UTC,RECORD_DATE_LOCAL,RECORD_DATE_UTC,TIMESTAMP_RAW,SWP_PT,SW_TT,ME_LO_OUT,ME_AIR_CLR,JC_FW_TT,AUX_CFW,RPM,RUN_HRS_C,RUN_HRS,KWH,KW_AVG,KWH_SAVE,VFD_ON,DOL_ON,AUTO_MODE,FUEL_SAVE,TREE_SAVE,CO2_SAVE,USD_SAVE,PARSE_STATUS,VALIDATION_STATUS,VALIDATION_FLAGS,ROW_HASH
CHELLSHIP,10018,DARYA KRISHNA,SWP,SWP2,NOON,FALSE,GMT 00:00,AMBIGUOUS_DEFAULT_UTC,2026-05-14T11:09:07.848826+00:00,karnarora@outlook.com,outlook.com,AAMkADI5ZjViYzJkLTIyNjMtNGM3Yy04NWU4LWZjMGE3YjljNTEwYQBGAAAAAAAWRkl5wPCRT6x_OrY72NOoBwCsJlkjETTVS65lVxWwJyHiAAAAAAEMAACsJlkjETTVS65lVxWwJyHiAAAuR9aBAAA=,<CH3PR14MB7559AE28878B947E95765B4CA5072@CH3PR14MB7559.namprd14.prod.outlook.com>,DKI_VFD Log April_ 2026.zip,SWP2_NOON,SWP2_NOON_20260331_113436_0003.CSV,2026-04-01 11:34:30+00:00,2026-04-01 11:34:30+00:00,01-04-2026,01-04-2026,01-04-2026 11:34,12.4,2.1,34,37.2,-50,27,0,4603,0,237034,0,0,0,0,0,0,0,0,0,SUCCESS,WARN,sensor_saturated:JC_FW_TT=-50.0,e37b6b3da734454d181339513319d4dc754c060d392b36665cbffae076cd65d8
CHELLSHIP,10018,DARYA KRISHNA,SWP,SWP2,NOON,FALSE,GMT 00:00,AMBIGUOUS_DEFAULT_UTC,2026-05-14T11:09:07.848826+00:00,karnarora@outlook.com,outlook.com,AAMkADI5ZjViYzJkLTIyNjMtNGM3Yy04NWU4LWZjMGE3YjljNTEwYQBGAAAAAAAWRkl5wPCRT6x_OrY72NOoBwCsJlkjETTVS65lVxWwJyHiAAAAAAEMAACsJlkjETTVS65lVxWwJyHiAAAuR9aBAAA=,<CH3PR14MB7559AE28878B947E95765B4CA5072@CH3PR14MB7559.namprd14.prod.outlook.com>,DKI_VFD Log April_ 2026.zip,SWP2_NOON,SWP2_NOON_20260331_113436_0003.CSV,2026-04-02 11:34:23+00:00,2026-04-02 11:34:23+00:00,02-04-2026,02-04-2026,02-04-2026 11:34,14,2.2,26.5,17.7,-50,27,0,4603,0,237034,0,0,0,0,0,0,0,0,0,SUCCESS,WARN,sensor_saturated:JC_FW_TT=-50.0,375f0e691ff7ec12d035de9e32b602a074ee56c0ca44f00203b370a2bb8373b8
CHELLSHIP,10018,DARYA KRISHNA,SWP,SWP2,NOON,FALSE,GMT 00:00,AMBIGUOUS_DEFAULT_UTC,2026-05-14T11:09:07.848826+00:00,karnarora@outlook.com,outlook.com,AAMkADI5ZjViYzJkLTIyNjMtNGM3Yy04NWU4LWZjMGE3YjljNTEwYQBGAAAAAAAWRkl5wPCRT6x_OrY72NOoBwCsJlkjETTVS65lVxWwJyHiAAAAAAEMAACsJlkjETTVS65lVxWwJyHiAAAuR9aBAAA=,<CH3PR14MB7559AE28878B947E95765B4CA5072@CH3PR14MB7559.namprd14.prod.outlook.com>,DKI_VFD Log April_ 2026.zip,SWP2_NOON,SWP2_NOON_20260331_113436_0003.CSV,2026-04-03 11:34:17+00:00,2026-04-03 11:34:17+00:00,03-04-2026,03-04-2026,03-04-2026 11:34,13.5,2.2,21,16.8,-50,26,0,4603,0,237034,0,0,0,0,0,0,0,0,0,SUCCESS,WARN,sensor_saturated:JC_FW_TT=-50.0,629d40363aeecae218608d3a72e9108ddd7e3f48eb0a728e9c1044dd4293b504
CHELLSHIP,10018,DARYA KRISHNA,SWP,SWP2,NOON,FALSE,GMT 00:00,AMBIGUOUS_DEFAULT_UTC,2026-05-14T11:09:07.848826+00:00,karnarora@outlook.com,outlook.com,AAMkADI5ZjViYzJkLTIyNjMtNGM3Yy04NWU4LWZjMGE3YjljNTEwYQBGAAAAAAAWRkl5wPCRT6x_OrY72NOoBwCsJlkjETTVS65lVxWwJyHiAAAAAAEMAACsJlkjETTVS65lVxWwJyHiAAAuR9aBAAA=,<CH3PR14MB7559AE28878B947E95765B4CA5072@CH3PR14MB7559.namprd14.prod.outlook.com>,DKI_VFD Log April_ 2026.zip,SWP2_NOON,SWP2_NOON_20260331_113436_0003.CSV,2026-04-04 11:34:10+00:00,2026-04-04 11:34:10+00:00,04-04-2026,04-04-2026,04-04-2026 11:34,14.1,1.1,20,18.4,-50,19,1357,4614,11,237303,24.45454545,-1,1,0,0,0,0,0,0,SUCCESS,WARN,sensor_saturated:JC_FW_TT=-50.0,5a27d316aa0a034b0840bc7ac1121d88e823686fde532bef6733c579d14ac1ce
CHELLSHIP,10018,DARYA KRISHNA,SWP,SWP2,NOON,FALSE,GMT 00:00,AMBIGUOUS_DEFAULT_UTC,2026-05-14T11:09:07.848826+00:00,karnarora@outlook.com,outlook.com,AAMkADI5ZjViYzJkLTIyNjMtNGM3Yy04NWU4LWZjMGE3YjljNTEwYQBGAAAAAAAWRkl5wPCRT6x_OrY72NOoBwCsJlkjETTVS65lVxWwJyHiAAAAAAEMAACsJlkjETTVS65lVxWwJyHiAAAuR9aBAAA=,<CH3PR14MB7559AE28878B947E95765B4CA5072@CH3PR14MB7559.namprd14.prod.outlook.com>,DKI_VFD Log April_ 2026.zip,SWP2_NOON,SWP2_NOON_20260331_113436_0003.CSV,2026-04-05 11:34:04+00:00,2026-04-05 11:34:04+00:00,05-04-2026,05-04-2026,05-04-2026 11:34,13.9,1.1,19.1,16,-50,15,1357,4638,24,237867,23.5,0,1,0,0,0,0,0,0,SUCCESS,WARN,sensor_saturated:JC_FW_TT=-50.0,65c31530e5eaf8bc891d70520e26da9c9fb12c8200c972a874ff794285f94c19
CHELLSHIP,10018,DARYA KRISHNA,SWP,SWP2,NOON,FALSE,GMT 00:00,AMBIGUOUS_DEFAULT_UTC,2026-05-14T11:09:07.848826+00:00,karnarora@outlook.com,outlook.com,AAMkADI5ZjViYzJkLTIyNjMtNGM3Yy04NWU4LWZjMGE3YjljNTEwYQBGAAAAAAAWRkl5wPCRT6x_OrY72NOoBwCsJlkjETTVS65lVxWwJyHiAAAAAAEMAACsJlkjETTVS65lVxWwJyHiAAAuR9aBAAA=,<CH3PR14MB7559AE28878B947E95765B4CA5072@CH3PR14MB7559.namprd14.prod.outlook.com>,DKI_VFD Log April_ 2026.zip,SWP2_NOON,SWP2_NOON_20260331_113436_0003.CSV,2026-04-06 11:33:58+00:00,2026-04-06 11:33:58+00:00,06-04-2026,06-04-2026,06-04-2026 11:33,14.5,1.4,21.1,18.7,-50,19,1356,4662,24,238425,23.25,0,1,0,0,0,0,0,0,SUCCESS,WARN,sensor_saturated:JC_FW_TT=-50.0,84b1a9d93d9c4933553f89a11ee0eb4412ccea278927ddaeef4d4dda4887e924
CHELLSHIP,10018,DARYA KRISHNA,SWP,SWP2,NOON,FALSE,GMT 00:00,AMBIGUOUS_DEFAULT_UTC,2026-05-14T11:09:07.848826+00:00,karnarora@outlook.com,outlook.com,AAMkADI5ZjViYzJkLTIyNjMtNGM3Yy04NWU4LWZjMGE3YjljNTEwYQBGAAAAAAAWRkl5wPCRT6x_OrY72NOoBwCsJlkjETTVS65lVxWwJyHiAAAAAAEMAACsJlkjETTVS65lVxWwJyHiAAAuR9aBAAA=,<CH3PR14MB7559AE28878B947E95765B4CA5072@CH3PR14MB7559.namprd14.prod.outlook.com>,DKI_VFD Log April_ 2026.zip,SWP2_NOON,SWP2_NOON_20260331_113436_0003.CSV,2026-04-07 11:33:51+00:00,2026-04-07 11:33:51+00:00,07-04-2026,07-04-2026,07-04-2026 11:33,14,1.4,18.8,15.1,-50,15,1355,4686,24,238895,19.58333333,0,1,0,0,0,0,0,0,SUCCESS,WARN,sensor_saturated:JC_FW_TT=-50.0,ba172de9c97bd4b38538fe57d1882e4f19db7cecd4d7fcc4313f1a8b6a7664a1
CHELLSHIP,10018,DARYA KRISHNA,SWP,SWP2,NOON,FALSE,GMT 00:00,AMBIGUOUS_DEFAULT_UTC,2026-05-14T11:09:07.848826+00:00,karnarora@outlook.com,outlook.com,AAMkADI5ZjViYzJkLTIyNjMtNGM3Yy04NWU4LWZjMGE3YjljNTEwYQBGAAAAAAAWRkl5wPCRT6x_OrY72NOoBwCsJlkjETTVS65lVxWwJyHiAAAAAAEMAACsJlkjETTVS65lVxWwJyHiAAAuR9aBAAA=,<CH3PR14MB7559AE28878B947E95765B4CA5072@CH3PR14MB7559.namprd14.prod.outlook.com>,DKI_VFD Log April_ 2026.zip,SWP2_NOON,SWP2_NOON_20260331_113436_0003.CSV,2026-04-08 11:33:45+00:00,2026-04-08 11:33:45+00:00,08-04-2026,08-04-2026,08-04-2026 11:33,13.6,1.4,13.6,15.9,-50,15,1358,4710,24,239381,20.25,0,1,0,0,0,0,0,0,SUCCESS,WARN,sensor_saturated:JC_FW_TT=-50.0,e1f9934ef4c659665a7d2bb31c49c710afb68329cfa36365185b0e3c8aeb4ab1
CHELLSHIP,10018,DARYA KRISHNA,SWP,SWP2,NOON,FALSE,GMT 00:00,AMBIGUOUS_DEFAULT_UTC,2026-05-14T11:09:07.848826+00:00,karnarora@outlook.com,outlook.com,AAMkADI5ZjViYzJkLTIyNjMtNGM3Yy04NWU4LWZjMGE3YjljNTEwYQBGAAAAAAAWRkl5wPCRT6x_OrY72NOoBwCsJlkjETTVS65lVxWwJyHiAAAAAAEMAACsJlkjETTVS65lVxWwJyHiAAAuR9aBAAA=,<CH3PR14MB7559AE28878B947E95765B4CA5072@CH3PR14MB7559.namprd14.prod.outlook.com>,DKI_VFD Log April_ 2026.zip,SWP2_NOON,SWP2_NOON_20260331_113436_0003.CSV,2026-04-09 11:33:39+00:00,2026-04-09 11:33:39+00:00,09-04-2026,09-04-2026,09-04-2026 11:33,10.3,1.5,29,16.2,-50,17,1358,4734,24,239906,21.875,0,1,0,0,0,0,0,0,SUCCESS,WARN,sensor_saturated:JC_FW_TT=-50.0,b4a04aff7837fa73a3070708f7f8ab81d1c0209f1b3df576da9e69c9c268561a
CHELLSHIP,10018,DARYA KRISHNA,SWP,SWP2,NOON,FALSE,GMT 00:00,AMBIGUOUS_DEFAULT_UTC,2026-05-14T11:09:07.848826+00:00,karnarora@outlook.com,outlook.com,AAMkADI5ZjViYzJkLTIyNjMtNGM3Yy04NWU4LWZjMGE3YjljNTEwYQBGAAAAAAAWRkl5wPCRT6x_OrY72NOoBwCsJlkjETTVS65lVxWwJyHiAAAAAAEMAACsJlkjETTVS65lVxWwJyHiAAAuR9aBAAA=,<CH3PR14MB7559AE28878B947E95765B4CA5072@CH3PR14MB7559.namprd14.prod.outlook.com>,DKI_VFD Log April_ 2026.zip,SWP2_NOON,SWP2_NOON_20260331_113436_0003.CSV,2026-04-10 11:33:33+00:00,2026-04-10 11:33:33+00:00,10-04-2026,10-04-2026,10-04-2026 11:33,9,1.4,21.9,6.1,-50,16,1356,4758,24,240430,21.83333333,0,1,0,0,0,0,0,0,SUCCESS,WARN,sensor_saturated:JC_FW_TT=-50.0,1f8d3373462a4ccaf6d0b99f585ce6e38271d96c7bbd7e832434a6038c3810f8
